,shareCount
65554,4
65555,6
65556,1
65557,7
65558,34
65559,2
65560,0
65561,8
65562,4
65563,0
65564,13
65565,3
65566,2
65567,2
65568,0
65569,2
65570,4
65571,0
65572,2
65573,1
65574,1
65575,4
65576,0
65577,2
65578,2
65579,2
65580,0
65581,4
65582,1
65583,4
65584,4
65585,0
65586,2
65587,2
65588,13
65589,0
65590,0
65591,0
65592,0
65593,0
65594,1
65595,0
65596,0
65597,2
65598,0
65599,2
65600,50
65601,2
65602,2
65603,9
65604,1
65605,34
65606,2
65607,1
65608,2
65609,38
65610,2
65611,18
65612,13
65613,9
65614,181
65615,1
65616,2
65617,1
65618,1
65619,9
65620,0
65621,1
65622,1
65623,0
65624,20
65625,0
65626,0
65627,2
65628,1
65629,1
65630,5
65631,1
65632,1
65633,3
65634,1
65635,1
65636,2
65637,1
65638,8
65639,10
65640,6
65641,132
65642,0
65643,0
65644,5
65645,2
65646,0
65647,0
65648,0
65649,2
65650,2
65651,0
65652,0
65653,5
65654,0
65655,0
65656,1
65657,1
65658,2
65659,4
65660,1
65661,15
65662,0
65663,0
65664,6
65665,0
65666,2
65667,2
65668,2
65669,0
65670,0
65671,4
65672,0
65673,0
65674,0
65675,0
65676,0
65677,1
65678,0
65679,0
65680,0
65681,0
65682,0
65683,0
65684,0
65685,1
65686,0
65687,1
65688,0
65689,1
65690,0
65691,3
65692,1
65693,0
65694,0
65695,1
65696,0
65697,1
65698,16
65699,0
65700,7
65701,0
65702,1
65703,0
65704,7
65705,1
65706,0
65707,4
65708,1
65709,0
65710,0
65711,0
65712,1
65713,0
65714,0
65715,4
65716,3
65717,4
65718,55
65719,9
65720,0
65721,0
65722,5
65723,0
65724,3
65725,2
65726,0
65727,0
65728,0
65729,1
65730,1
65731,3
65732,1
65733,0
65734,1
65735,0
65736,0
65737,2
65738,3
65739,45
65740,1
65741,6
65742,6
65743,4
65744,1
65745,5
65746,42
65747,3
65748,0
65749,1
65750,0
65751,4
65752,0
65753,3
65754,1
65755,0
65756,0
65757,1
65758,5
65759,7
65760,6
65761,2
65762,0
65763,0
65764,4
65765,2
65766,1
65767,3
65768,1
65769,4
65770,30
65771,2
65772,0
65773,0
65774,0
65775,0
65776,1
65777,0
65778,0
65779,8
65780,0
65781,1
65782,0
65783,0
65784,12
65785,5
65786,1
65787,80
65788,12
65789,0
65790,3
65791,1
65792,1
65793,0
65794,2
65795,10
65796,2
65797,5
65798,0
65799,1
65800,1
65801,98
65802,1
65803,1
65804,2
65805,2
65806,1
65807,2
65808,1
65809,1
65810,1
65811,1
65812,1
65813,1
65814,2
65815,18
65816,1
65817,4
65818,2
65819,2
65820,4
65821,1
65822,0
65823,0
65824,0
65825,0
65826,1
65827,3
65828,1
65829,3
65830,0
65831,1
65832,0
65833,0
65834,3
65835,0
65836,4
65837,0
65838,0
65839,0
65840,1
65841,1
65842,1
65843,1
65844,2
65845,2
65846,2
65847,1
65848,5
65849,1
65850,12
65851,1
65852,1
65853,1
65854,2
65855,1
65856,1
65857,2
65858,3
65859,1
65860,2
65861,1
65862,1
65863,2
65864,1
65865,2
65866,0
65867,0
65868,0
65869,0
65870,2
65871,0
65872,0
65873,0
65874,1
65875,8
65876,0
65877,0
65878,0
65879,0
65880,0
65881,0
65882,0
65883,0
65884,0
65885,0
65886,0
65887,0
65888,0
65889,0
65890,0
65891,0
65892,0
65893,0
65894,0
65895,0
65896,0
65897,0
65898,0
65899,0
65900,1
65901,0
65902,0
65903,0
65904,0
65905,0
65906,0
65907,0
65908,3
65909,0
65910,1
65911,0
65912,2
65913,0
65914,0
65915,1
65916,0
65917,0
65918,0
65919,0
65920,1
65921,0
65922,0
65923,0
65924,0
65925,0
65926,0
65927,0
65928,0
65929,1
65930,0
65931,0
65932,17
65933,0
65934,0
65935,0
65936,0
65937,0
65938,0
65939,0
65940,0
65941,0
65942,0
65943,0
65944,0
65945,0
65946,0
65947,0
65948,0
65949,0
65950,0
65951,0
65952,0
65953,0
65954,0
65955,0
65956,0
65957,7
65958,0
65959,0
65960,0
65961,0
65962,0
65963,0
65964,0
65965,0
65966,0
65967,0
65968,0
65969,0
65970,0
65971,0
65972,0
65973,0
65974,0
65975,0
65976,0
65977,0
65978,0
65979,0
65980,0
65981,0
65982,0
65983,0
65984,0
65985,0
65986,0
65987,0
65988,0
65989,0
65990,0
65991,1
65992,0
65993,0
65994,0
65995,0
65996,0
65997,0
65998,0
65999,1
66000,3
66001,2
66002,0
66003,4
66004,19
66005,21
66006,20
66007,4
66008,7
66009,6
66010,13
66011,5
66012,8
66013,6
66014,3
66015,3
66016,3
66017,3
66018,6
66019,6
66020,3
66021,16
66022,3
66023,8
66024,16
66025,2
66026,5
66027,15
66028,9
66029,2
66030,18
66031,8
66032,6
66033,14
66034,2
66035,2
66036,13
66037,11
66038,1
66039,3
66040,14
66041,3
66042,8
66043,2
66044,9
66045,11
66046,4
66047,4
66048,2
66049,5
66050,4
66051,17
66052,6
66053,5
66054,14
66055,3
66056,35
66057,3
66058,9
66059,13
66060,3
66061,3
66062,3
66063,9
66064,6
66065,1
66066,48
66067,1
66068,4
66069,11
66070,4
66071,4
66072,4
66073,12
66074,28
66075,7
66076,3
66077,13
66078,12
66079,4
66080,12
66081,8
66082,15
66083,10
66084,2
66085,7
66086,3
66087,4
66088,9
66089,14
66090,13
66091,5
66092,6
66093,7
66094,4
66095,17
66096,6
66097,4
66098,13
66099,14
66100,34
66101,6
66102,25
66103,2
66104,3
66105,12
66106,6
66107,9
66108,5
66109,9
66110,9
66111,10
66112,1
66113,13
66114,17
66115,10
66116,5
66117,15
66118,27
66119,9
66120,12
66121,12
66122,24
66123,18
66124,11
66125,9
66126,11
66127,7
66128,23
66129,3
66130,14
66131,4
66132,19
66133,9
66134,8
66135,8
66136,28
66137,39
66138,7
66139,6
66140,3
66141,11
66142,8
66143,20
66144,2
66145,2
66146,12
66147,8
66148,12
66149,18
66150,9
66151,27
66152,14
66153,13
66154,16
66155,7
66156,13
66157,5
66158,13
66159,4
66160,17
66161,24
66162,8
66163,19
66164,9
66165,8
66166,10
66167,15
66168,11
66169,15
66170,3
66171,50
66172,10
66173,9
66174,23
66175,19
66176,19
66177,12
66178,12
66179,2
66180,3
66181,5
66182,4
66183,11
66184,3
66185,7
66186,2
66187,31
66188,4
66189,22
66190,16
66191,6
66192,2
66193,4
66194,6
66195,3
66196,6
66197,5
66198,8
66199,30
66200,8
66201,4
66202,18
66203,11
66204,8
66205,8
66206,5
66207,2
66208,4
66209,5
66210,16
66211,22
66212,5
66213,15
66214,12
66215,16
66216,26
66217,13
66218,4
66219,3
66220,8
66221,19
66222,6
66223,9
66224,17
66225,19
66226,12
66227,17
66228,12
66229,7
66230,14
66231,5
66232,18
66233,15
66234,50
66235,12
66236,25
66237,7
66238,13
66239,14
66240,13
66241,9
66242,7
66243,18
66244,18
66245,5
66246,22
66247,21
66248,18
66249,5
66250,6
66251,5
66252,3
66253,25
66254,9
66255,23
66256,12
66257,15
66258,6
66259,3
66260,11
66261,14
66262,22
66263,6
66264,10
66265,6
66266,15
66267,7
66268,9
66269,15
66270,2
66271,35
66272,14
66273,6
66274,14
66275,3
66276,9
66277,19
66278,19
66279,14
66280,27
66281,11
66282,7
66283,23
66284,7
66285,28
66286,4
66287,15
66288,18
66289,12
66290,35
66291,5
66292,13
66293,15
66294,8
66295,7
66296,8
66297,5
66298,9
66299,13
66300,14
66301,7
66302,16
66303,21
66304,1
66305,5
66306,11
66307,6
66308,16
66309,12
66310,4
66311,27
66312,7
66313,8
66314,3
66315,14
66316,11
66317,21
66318,9
66319,10
66320,8
66321,19
66322,13
66323,3
66324,1
66325,7
66326,57
66327,5
66328,11
66329,16
66330,15
66331,8
66332,6
66333,3
66334,9
66335,3
66336,11
66337,7
66338,7
66339,7
66340,3
66341,9
66342,17
66343,19
66344,3
66345,1
66346,13
66347,7
66348,4
66349,3
66350,11
66351,3
66352,4
66353,3
66354,3
66355,8
66356,6
66357,11
66358,6
66359,1
66360,12
66361,4
66362,9
66363,11
66364,7
66365,13
66366,20
66367,3
66368,16
66369,4
66370,3
66371,2
66372,4
66373,2
66374,1
66375,1
66376,1
66377,2
66378,5
66379,1
66380,1
66381,1
66382,4
66383,4
66384,2
66385,11
66386,3
66387,1
66388,2
66389,3
66390,3
66391,1
66392,2
66393,3
66394,0
66395,2
66396,1
66397,3
66398,2
66399,4
66400,1
66401,2
66402,3
66403,5
66404,1
66405,13
66406,8
66407,2
66408,2
66409,4
66410,11
66411,3
66412,2
66413,9
66414,2
66415,2
66416,3
66417,2
66418,1
66419,7
66420,1
66421,4
66422,3
66423,2
66424,15
66425,1
66426,2
66427,2
66428,1
66429,3
66430,16
66431,2
66432,6
66433,7
66434,4
66435,2
66436,1
66437,2
66438,2
66439,3
66440,1
66441,4
66442,2
66443,1
66444,10
66445,3
66446,0
66447,4
66448,5
66449,3
66450,1
66451,4
66452,6
66453,5
66454,3
66455,13
66456,0
66457,8
66458,4
66459,7
66460,21
66461,1
66462,6
66463,7
66464,4
66465,1
66466,2
66467,1
66468,4
66469,2
66470,6
66471,2
66472,1
66473,0
66474,11
66475,2
66476,1
66477,8
66478,3
66479,4
66480,6
66481,6
66482,4
66483,2
66484,4
66485,4
66486,11
66487,17
66488,5
66489,6
66490,23
66491,5
66492,1
66493,1
66494,5
66495,2
66496,14
66497,3
66498,0
66499,1
66500,2
66501,1
66502,8
66503,6
66504,9
66505,6
66506,3
66507,1
66508,2
66509,1
66510,10
66511,6
66512,1
66513,2
66514,4
66515,3
66516,8
66517,4
66518,25
66519,2
66520,2
66521,39
66522,3
66523,32
66524,15
66525,10
66526,9
66527,4
66528,5
66529,30
66530,4
66531,5
66532,79
66533,4
66534,8
66535,1
66536,8
66537,2
66538,29
66539,3
66540,5
66541,0
66542,2
66543,1
66544,0
66545,2
66546,0
66547,8
66548,7
66549,3
66550,10
66551,9
66552,1
66553,0
66554,0
66555,2
66556,1
66557,2
66558,4
66559,20
66560,7
66561,28
66562,15
66563,65
66564,9
66565,1
66566,2
66567,3
66568,1
66569,0
66570,5
66571,19
66572,30
66573,1
66574,16
66575,4
66576,7
66577,8
66578,17
66579,2
66580,0
66581,3
66582,21
66583,1
66584,10
66585,4
66586,2
66587,7
66588,48
66589,0
66590,10
66591,6
66592,12
66593,7
66594,1
66595,3
66596,1
66597,2
66598,9
66599,4
66600,1
66601,2
66602,7
66603,2
66604,4
66605,2
66606,34
66607,8
66608,2
66609,3
66610,6
66611,3
66612,53
66613,2
66614,4
66615,2
66616,2
66617,0
66618,3
66619,1
66620,16
66621,5
66622,8
66623,2
66624,4
66625,2
66626,0
66627,4
66628,17
66629,4
66630,4
66631,2
66632,13
66633,20
66634,4
66635,2
66636,6
66637,8
66638,3
66639,8
66640,1
66641,4
66642,0
66643,2
66644,15
66645,10
66646,1
66647,1
66648,3
66649,4
66650,1
66651,1
66652,8
66653,7
66654,2
66655,4
66656,2
66657,58
66658,8
66659,4
66660,11
66661,8
66662,3
66663,4
66664,3
66665,7
66666,2
66667,8
66668,3
66669,1
66670,10
66671,5
66672,16
66673,9
66674,5
66675,9
66676,9
66677,3
66678,8
66679,4
66680,19
66681,20
66682,41
66683,12
66684,2
66685,4
66686,8
66687,2
66688,6
66689,3
66690,4
66691,5
66692,5
66693,13
66694,11
66695,0
66696,11
66697,13
66698,10
66699,6
66700,33
66701,28
66702,9
66703,8
66704,51
66705,4
66706,3
66707,3
66708,16
66709,3
66710,2
66711,0
66712,5
66713,12
66714,12
66715,7
66716,7
66717,15
66718,11
66719,14
66720,6
66721,19
66722,3
66723,0
66724,18
66725,10
66726,4
66727,5
66728,117
66729,485
66730,11
66731,10
66732,5
66733,121
66734,2
66735,3
66736,9
66737,2
66738,10
66739,7
66740,12
66741,11
66742,8
66743,13
66744,9
66745,11
66746,101
66747,3
66748,0
66749,14
66750,3
66751,3
66752,66
66753,5
66754,16
66755,10
66756,3
66757,0
66758,1
66759,2
66760,5
66761,6
66762,1
66763,2
66764,70
66765,8
66766,3
66767,9
66768,22
66769,7
66770,8
66771,11
66772,4
66773,29
66774,3
66775,1
66776,583
66777,85
66778,19
66779,9
66780,7
66781,1
66782,6
66783,42
66784,4
66785,2
66786,6
66787,3
66788,4
66789,4
66790,10
66791,4
66792,0
66793,5
66794,2
66795,5
66796,16
66797,1
66798,29
66799,1
66800,5
66801,7
66802,3
66803,265
66804,17
66805,3
66806,2
66807,18
66808,2
66809,2
66810,7
66811,6
66812,7
66813,3
66814,10
66815,6
66816,12
66817,3
66818,7
66819,9
66820,10
66821,5221
66822,19
66823,8
66824,1
66825,3
66826,6
66827,97
66828,4
66829,3
66830,3
66831,1
66832,9
66833,2
66834,14
66835,21
66836,4
66837,3
66838,3
66839,12
66840,1
66841,5
66842,3
66843,3
66844,4
66845,1750
66846,47
66847,3
66848,2
66849,20
66850,3
66851,452
66852,3
66853,7
66854,1
66855,1
66856,6
66857,4
66858,753
66859,15
66860,10
66861,7
66862,2
66863,3
66864,7
66865,8
66866,8
66867,2
66868,3
66869,16
66870,10
66871,8
66872,7
66873,16
66874,25
66875,15
66876,36
66877,0
66878,6
66879,1
66880,21
66881,20
66882,9
66883,10
66884,11
66885,4
66886,13
66887,23
66888,3
66889,4
66890,14
66891,15
66892,11
66893,8
66894,41
66895,9
66896,7
66897,4
66898,4
66899,16
66900,4
66901,15
66902,5
66903,4
66904,742
66905,3
66906,9
66907,92
66908,10
66909,85
66910,11
66911,44
66912,104
66913,30
66914,8
66915,1271
66916,31
66917,46
66918,14
66919,14
66920,10
66921,17
66922,5
66923,4
66924,60
66925,12
66926,37
66927,5
66928,7
66929,9
66930,4
66931,0
66932,8
66933,3
66934,14
66935,7
66936,14
66937,2
66938,15
66939,1
66940,2
66941,5
66942,21
66943,6
66944,10
66945,5
66946,7
66947,7
66948,0
66949,2
66950,0
66951,1
66952,1
66953,1
66954,0
66955,8
66956,0
66957,2
66958,0
66959,3
66960,1
66961,1
66962,0
66963,10
66964,1
66965,3
66966,0
66967,0
66968,9
66969,0
66970,6
66971,0
66972,2
66973,5
66974,87
66975,1
66976,3
66977,0
66978,7
66979,19
66980,1
66981,0
66982,3
66983,0
66984,0
66985,2
66986,5
66987,0
66988,0
66989,2
66990,4
66991,0
66992,6
66993,0
66994,8
66995,7
66996,4
66997,9
66998,1
66999,3
67000,0
67001,1
67002,2
67003,2
67004,7
67005,0
67006,0
67007,4
67008,6
67009,3
67010,2
67011,3
67012,1
67013,1
67014,9
67015,2
67016,4
67017,4
67018,1
67019,5
67020,3
67021,2
67022,5
67023,10
67024,2
67025,5
67026,5
67027,7
67028,0
67029,0
67030,0
67031,10
67032,4
67033,1
67034,0
67035,5
67036,2
67037,0
67038,2
67039,1
67040,3
67041,5
67042,4
67043,1
67044,0
67045,0
67046,3
67047,0
67048,1
67049,0
67050,54
67051,0
67052,1
67053,1
67054,0
67055,1
67056,2
67057,7
67058,0
67059,0
67060,8
67061,7
67062,2
67063,75
67064,2
67065,12
67066,2
67067,36
67068,51
67069,1
67070,10
67071,7
67072,3
67073,6
67074,3
67075,37
67076,8
67077,2
67078,0
67079,0
67080,5
67081,0
67082,9
67083,1
67084,3
67085,1
67086,0
67087,11
67088,9
67089,8
67090,23
67091,5
67092,14
67093,1
67094,437
67095,35
67096,3
67097,0
67098,2
67099,12
67100,0
67101,8
67102,2
67103,1
67104,1
67105,4
67106,2
67107,1
67108,8
67109,2
67110,1
67111,0
67112,1
67113,3
67114,8
67115,7
67116,0
67117,0
67118,2
67119,1
67120,2
67121,0
67122,2
67123,9
67124,2
67125,0
67126,7
67127,19
67128,4
67129,1
67130,6
67131,15
67132,13
67133,4
67134,9
67135,5
67136,0
67137,2
67138,4
67139,1
67140,3
67141,8
67142,3
67143,7
67144,5
67145,3
67146,1
67147,4
67148,1
67149,500
67150,4
67151,3
67152,2
67153,3
67154,7
67155,5
67156,1
67157,0
67158,2
67159,1
67160,0
67161,3
67162,4
67163,1
67164,0
67165,6
67166,6
67167,1
67168,36
67169,3
67170,8
67171,0
67172,5
67173,3
67174,0
67175,18
67176,8
67177,0
67178,1
67179,3
67180,2
67181,0
67182,3
67183,2
67184,0
67185,0
67186,2
67187,15
67188,0
67189,0
67190,1
67191,2
67192,2
67193,0
67194,3
67195,1
67196,2
67197,3
67198,1
67199,6
67200,3
67201,0
67202,0
67203,3
67204,2
67205,3
67206,1
67207,2
67208,3
67209,3
67210,4
67211,3
67212,3
67213,4
67214,3
67215,1
67216,2
67217,2
67218,1
67219,2
67220,3
67221,5
67222,1
67223,2
67224,1
67225,2
67226,0
67227,8
67228,1
67229,4
67230,2
67231,3
67232,6
67233,0
67234,5
67235,0
67236,3
67237,0
67238,1
67239,1
67240,1
67241,4
67242,0
67243,0
67244,2
67245,0
67246,1
67247,2
67248,1
67249,1
67250,4
67251,1
67252,1
67253,0
67254,4
67255,1
67256,1
67257,2
67258,0
67259,0
67260,3
67261,3
67262,1
67263,0
67264,1
67265,1
67266,0
67267,1
67268,0
67269,1
67270,3
67271,0
67272,0
67273,2
67274,2
67275,5
67276,1
67277,1
67278,1
67279,2
67280,2
67281,0
67282,0
67283,4
67284,3
67285,6
67286,0
67287,2
67288,4
67289,4
67290,0
67291,2
67292,1
67293,0
67294,3
67295,3
67296,3
67297,3
67298,5
67299,5
67300,0
67301,4
67302,2
67303,2
67304,0
67305,0
67306,4
67307,0
67308,3
67309,0
67310,2
67311,2
67312,3
67313,3
67314,2
67315,2
67316,6
67317,7
67318,2
67319,1
67320,2
67321,2
67322,1
67323,0
67324,0
67325,2
67326,0
67327,0
67328,66
67329,8
67330,2
67331,1
67332,3
67333,3
67334,2
67335,0
67336,2
67337,1
67338,0
67339,0
67340,2
67341,0
67342,2
67343,4
67344,2
67345,0
67346,3
67347,3
67348,5
67349,2
67350,2
67351,7
67352,5
67353,1
67354,7
67355,1
67356,8
67357,1
67358,1
67359,2
67360,2
67361,3
67362,0
67363,4
67364,0
67365,0
67366,0
67367,6
67368,2
67369,1
67370,1
67371,2
67372,2
67373,2
67374,0
67375,1
67376,1
67377,2
67378,3
67379,1
67380,2
67381,2
67382,1
67383,2
67384,1
67385,2
67386,0
67387,0
67388,2
67389,1
67390,0
67391,0
67392,1
67393,1
67394,3
67395,1
67396,2
67397,2
67398,0
67399,0
67400,5
67401,2
67402,0
67403,12
67404,2
67405,2
67406,1
67407,2
67408,3
67409,2
67410,8
67411,0
67412,0
67413,0
67414,215
67415,3
67416,0
67417,4
67418,13
67419,3
67420,2
67421,11
67422,2
67423,15
67424,2
67425,2
67426,3
67427,2
67428,2
67429,1
67430,2
67431,1
67432,7
67433,3
67434,5
67435,22
67436,3
67437,0
67438,11
67439,1
67440,3
67441,1
67442,26
67443,292
67444,1
67445,3
67446,0
67447,9
67448,14
67449,6
67450,4
67451,1
67452,110
67453,1
67454,9
67455,1
67456,7
67457,1
67458,1
67459,27
67460,30
67461,1
67462,3
67463,2
67464,3
67465,2
67466,3
67467,228
67468,4
67469,4
67470,1
67471,1
67472,8
67473,72
67474,0
67475,1
67476,2
67477,217
67478,1
67479,1
67480,1
67481,2
67482,2
67483,2
67484,49
67485,2
67486,2
67487,1
67488,2
67489,3
67490,2
67491,5
67492,1
67493,19
67494,1
67495,3
67496,3
67497,9
67498,1
67499,1
67500,5
67501,5
67502,4
67503,721
67504,7
67505,1
67506,4
67507,4
67508,2
67509,3
67510,7
67511,5
67512,6
67513,8
67514,5
67515,2
67516,1
67517,3
67518,1
67519,1
67520,2
67521,4
67522,1
67523,1
67524,2
67525,5
67526,2
67527,3
67528,3
67529,6
67530,3
67531,3
67532,0
67533,2
67534,6
67535,2
67536,4
67537,1
67538,1
67539,2
67540,1
67541,1
67542,3
67543,1
67544,2
67545,2
67546,1
67547,1
67548,7
67549,4
67550,3
67551,16
67552,1
67553,0
67554,1
67555,1
67556,1
67557,1
67558,3
67559,1
67560,3
67561,217
67562,1
67563,1
67564,1
67565,0
67566,3
67567,2
67568,1
67569,1
67570,1
67571,0
67572,0
67573,4
67574,0
67575,0
67576,0
67577,2
67578,0
67579,0
67580,0
67581,1
67582,1
67583,4
67584,0
67585,0
67586,0
67587,1
67588,1
67589,0
67590,0
67591,1
67592,1
67593,0
67594,0
67595,1
67596,4
67597,2
67598,3
67599,12
67600,4
67601,0
67602,0
67603,2
67604,0
67605,1
67606,2
67607,0
67608,0
67609,0
67610,0
67611,0
67612,0
67613,10
67614,0
67615,1
67616,2
67617,0
67618,1
67619,3
67620,2
67621,3
67622,1
67623,1
67624,0
67625,0
67626,0
67627,27
67628,0
67629,0
67630,1
67631,0
67632,2
67633,45
67634,0
67635,4
67636,3
67637,2
67638,0
67639,0
67640,2
67641,1
67642,1
67643,2
67644,2
67645,1
67646,1
67647,5
67648,0
67649,4
67650,1
67651,13
67652,0
67653,0
67654,2
67655,1
67656,19
67657,1149
67658,1
67659,1
67660,0
67661,0
67662,2
67663,7
67664,1
67665,1
67666,1
67667,0
67668,234
67669,8
67670,0
67671,274
67672,0
67673,1
67674,2
67675,2
67676,1
67677,0
67678,2
67679,0
67680,112
67681,0
67682,1
67683,0
67684,1
67685,1
67686,2
67687,3
67688,3
67689,0
67690,1
67691,1
67692,0
67693,0
67694,0
67695,612
67696,0
67697,0
67698,0
67699,10
67700,2
67701,3
67702,1
67703,0
67704,0
67705,0
67706,1
67707,0
67708,2
67709,1
67710,0
67711,1
67712,0
67713,1
67714,1
67715,1
67716,0
67717,1
67718,1
67719,0
67720,0
67721,0
67722,1
67723,0
67724,0
67725,2
67726,1
67727,0
67728,2
67729,0
67730,0
67731,0
67732,0
67733,0
67734,0
67735,0
67736,0
67737,0
67738,0
67739,0
67740,0
67741,0
67742,4
67743,0
67744,0
67745,0
67746,0
67747,0
67748,2
67749,1
67750,0
67751,1
67752,0
67753,0
67754,1
67755,1
67756,0
67757,0
67758,1
67759,1
67760,0
67761,1
67762,0
67763,0
67764,0
67765,0
67766,0
67767,0
67768,0
67769,0
67770,0
67771,1
67772,0
67773,0
67774,0
67775,0
67776,0
67777,0
67778,9
67779,1
67780,2
67781,0
67782,0
67783,0
67784,0
67785,0
67786,0
67787,0
67788,2
67789,2
67790,2
67791,0
67792,2
67793,2
67794,2
67795,4
67796,4
67797,0
67798,0
67799,2
67800,2
67801,3
67802,2
67803,1
67804,3
67805,2
67806,4
67807,3
67808,2
67809,2
67810,2
67811,2
67812,0
67813,1
67814,4
67815,0
67816,0
67817,1
67818,4
67819,1
67820,0
67821,1
67822,2
67823,2
67824,2
67825,0
67826,6560
67827,1
67828,3
67829,0
67830,2
67831,0
67832,0
67833,0
67834,1
67835,0
67836,0
67837,2
67838,1
67839,0
67840,0
67841,3
67842,0
67843,2
67844,2
67845,1
67846,3
67847,1
67848,1
67849,0
67850,0
67851,2
67852,1
67853,1
67854,2
67855,1
67856,1
67857,2
67858,2
67859,8
67860,1
67861,2
67862,1
67863,1
67864,0
67865,0
67866,1
67867,0
67868,2
67869,7
67870,4
67871,11
67872,1
67873,3
67874,6
67875,2
67876,11
67877,0
67878,5
67879,3
67880,3
67881,0
67882,4
67883,14
67884,0
67885,14
67886,4
67887,13
67888,23
67889,6
67890,13
67891,16
67892,31
67893,2
67894,1
67895,144
67896,0
67897,29
67898,5
67899,22
67900,2
67901,5
67902,26
67903,12
67904,18
67905,9
67906,4
67907,0
67908,4
67909,8
67910,1
67911,16
67912,2
67913,3
67914,7
67915,3
67916,1
67917,4
67918,3
67919,5
67920,2
67921,20
67922,8
67923,5
67924,6
67925,17
67926,6
67927,6
67928,11
67929,10
67930,1
67931,34
67932,0
67933,1
67934,6
67935,4
67936,5
67937,1
67938,2
67939,19
67940,0
67941,14
67942,2
67943,0
67944,8
67945,9
67946,4
67947,7
67948,13
67949,7
67950,16
67951,10
67952,4
67953,9
67954,2
67955,44
67956,2
67957,2
67958,10
67959,2
67960,9
67961,2
67962,8
67963,2
67964,13
67965,9
67966,4
67967,8
67968,0
67969,3
67970,6
67971,4
67972,2
67973,2
67974,0
67975,2
67976,7
67977,3
67978,17
67979,4
67980,1
67981,9
67982,0
67983,1
67984,0
67985,3
67986,23
67987,2
67988,43
67989,1
67990,5
67991,0
67992,13
67993,5
67994,1
67995,7
67996,4
67997,0
67998,3
67999,2
68000,0
68001,7
68002,17
68003,6
68004,5
68005,3
68006,4
68007,1
68008,6
68009,0
68010,0
68011,6
68012,4
68013,7
68014,13
68015,32
68016,1
68017,2
68018,4
68019,7
68020,0
68021,27
68022,4
68023,19
68024,7
68025,4
68026,10
68027,6
68028,8
68029,14
68030,4
68031,15
68032,7
68033,4
68034,2
68035,1
68036,1
68037,3
68038,15
68039,15
68040,6
68041,6
68042,5
68043,28
68044,5
68045,15
68046,6
68047,9
68048,8
68049,2
68050,3
68051,5
68052,2
68053,20
68054,0
68055,0
68056,0
68057,2
68058,21
68059,3
68060,4
68061,0
68062,1
68063,7
68064,7
68065,0
68066,7
68067,5
68068,380
68069,0
68070,11
68071,0
68072,2
68073,3
68074,4
68075,8
68076,1
68077,10
68078,2
68079,86
68080,1
68081,5
68082,0
68083,2
68084,1
68085,2
68086,10
68087,11
68088,4
68089,0
68090,5
68091,5
68092,3
68093,14
68094,13
68095,0
68096,7
